x,y,cluster
0.341,0.447,2
0.048,0.865,3
0.412,0.696,4
0.061,0.811,3
0.441,0.696,4
0.498,0.108,0
0.451,0.161,0
0.479,0.074,0
0.447,0.725,4
0.51,0.756,4
0.46,0.754,4
0.293,0.493,2
0.12,0.813,3
0.323,0.546,2
0.528,0.718,4
0.422,0.777,4
0.348,0.558,2
0.063,0.869,3
0.414,0.688,4
0.254,0.494,2
0.258,0.476,2
0.309,0.517,2
0.278,0.576,2
0.991,0.525,1
0.282,0.451,2
0.288,0.593,2
0.428,0.711,4
0.513,0.012,0
0.976,0.589,1
0.037,0.801,3
0.299,0.529,2
0.265,0.478,2
1.02,0.586,1
1.002,0.54,1
0.445,0.778,4
0.464,0.097,0
0.436,0.745,4
0.473,0.742,4
0.406,0.69,4
0.48,0.736,4
0.25,0.5,2
0.208,0.53,2
0.497,0.744,4
0.062,0.893,3
0.083,0.777,3
0.261,0.491,2
0.45,0.02,0
0.057,0.732,3
0.321,0.517,2
0.099,0.795,3
0.264,0.456,2
0.072,0.744,3
0.291,0.405,2
0.515,0.076,0
0.502,0.094,0
0.034,0.829,3
0.215,0.43,2
0.089,0.801,3
0.161,0.805,3
0.102,0.709,3
0.453,0.739,4
0.309,0.434,2
0.096,0.728,3
0.398,0.769,4
1.006,0.51,1
0.429,0.744,4
0.271,0.413,2
0.457,0.058,0
0.983,0.577,1
0.448,0.672,4
0.972,0.536,1
0.39,0.763,4
0.977,0.519,1
0.95,0.526,1
0.46,0.086,0
1.04,0.519,1
0.325,0.475,2
0.069,0.773,3
0.439,0.041,0
0.345,0.751,4
1.072,0.513,1
0.957,0.524,1
1.023,0.566,1
0.426,0.053,0
0.933,0.482,1
1.013,0.541,1
0.442,0.738,4
0.48,0.666,4
0.244,0.56,2
0.291,0.451,2
0.142,0.752,3
0.922,0.454,1
0.469,0.135,0
0.268,0.433,2
1.047,0.54,1
0.311,0.55,2
0.37,0.735,4
0.072,0.799,3
0.42,0.773,4
0.317,0.503,2
0.968,0.52,1
0.095,0.76,3
0.176,0.864,3
1.004,0.553,1
0.068,0.76,3
0.989,0.524,1
0.263,0.539,2
0.061,0.834,3
0.282,0.495,2
0.438,0.065,0
0.445,0.69,4
0.512,0.64,4
0.099,0.776,3
1.027,0.585,1
0.51,0.133,0
0.493,0.079,0
0.486,0.682,4
0.471,0.071,0
0.445,0.726,4
0.958,0.547,1
0.277,0.462,2
0.468,0.064,0
0.122,0.778,3
0.084,0.837,3
0.457,0.105,0
0.94,0.535,1
0.407,0.661,4
0.504,0.765,4
0.993,0.556,1
0.29,0.515,2
0.079,0.736,3
0.468,0.797,4
0.41,0.774,4
0.278,0.568,2
0.266,0.54,2
0.543,0.104,0
0.458,0.056,0
0.313,0.478,2
0.46,0.055,0
0.519,0.018,0
0.394,0.713,4
0.402,0.723,4
0.446,0.8,4
0.964,0.559,1
0.041,0.766,3
0.975,0.537,1
0.325,0.432,2
0.314,0.506,2
0.509,0.06,0
0.929,0.468,1
0.474,0.702,4
0.395,0.72,4
0.46,0.726,4
0.237,0.506,2
0.449,0.075,0
0.478,0.719,4
0.128,0.723,3
0.493,0.077,0
0.546,0.084,0
0.436,0.745,4
0.466,0.065,0
0.917,0.55,1
0.159,0.694,3
0.275,0.466,2
0.44,0.735,4
0.324,0.504,2
0.071,0.842,3
0.297,0.503,2
0.475,0.104,0
0.425,0.741,4
0.428,0.796,4
0.137,0.812,3
0.237,0.478,2
0.301,0.557,2
0.019,0.734,3
0.255,0.486,2
0.492,0.623,4
0.52,0.121,0
0.487,0.751,4
0.241,0.566,2
0.965,0.552,1
0.449,0.044,0
0.022,0.789,3
0.47,0.669,4
0.954,0.513,1
0.47,0.792,4
0.002,0.793,3
0.442,0.719,4
0.546,0.058,0
0.289,0.54,2
0.413,0.687,4
0.04,0.759,3
0.981,0.568,1
0.092,0.826,3
0.55,0.056,0
0.862,0.569,1
0.035,0.789,3
0.996,0.525,1
0.238,0.496,2
0.483,0.159,0
0.535,0.729,4
0.457,0.774,4
0.437,0.721,4
0.166,0.503,2
0.431,0.77,4
0.384,0.744,4
0.403,0.722,4
0.917,0.509,1
0.39,0.527,2
0.379,0.646,4
0.982,0.531,1
0.127,0.801,3
0.431,0.663,4
0.963,0.527,1
0.948,0.548,1
0.586,0.058,0
0.103,0.796,3
0.333,0.463,2
0.465,0.707,4
0.041,0.738,3
0.445,0.684,4
1.03,0.484,1
0.939,0.471,1
0.591,0.063,0
0.527,0.01,0
1.018,0.498,1
0.972,0.509,1
0.089,0.756,3
0.25,0.47,2
0.405,0.653,4
1.022,0.486,1
0.454,0.096,0
0.416,0.642,4
0.959,0.589,1
1.01,0.505,1
0.101,0.796,3
1.03,0.626,1
0.462,0.742,4
0.278,0.501,2
0.109,0.707,3
0.961,0.495,1
0.251,0.523,2
0.084,0.793,3
0.33,0.514,2
0.448,0.695,4
0.329,0.406,2
0.122,0.816,3
0.074,0.773,3
0.982,0.545,1
0.281,0.541,2
0.988,0.618,1
0.107,0.736,3
0.945,0.562,1
0.031,0.776,3
0.066,0.797,3
0.26,0.473,2
0.019,0.757,3
0.976,0.575,1
0.255,0.513,2
0.502,0.693,4
0.491,0.108,0
0.058,0.801,3
1.002,0.536,1
0.496,0.117,0
0.525,0.061,0
0.079,0.75,3
0.508,0.023,0
0.956,0.547,1
0.44,0.701,4
0.017,0.813,3
0.476,0.682,4
0.451,0.686,4
0.335,0.536,2
0.096,0.773,3
0.453,0.736,4
0.259,0.51,2
0.551,0.134,0
0.326,0.49,2
0.036,0.809,3
0.412,0.092,0
0.489,0.104,0
0.418,0.752,4
0.321,0.5,2
0.974,0.577,1
0.245,0.486,2
0.491,0.06,0
0.121,0.77,3
0.335,0.717,4
0.26,0.471,2
0.941,0.53,1
0.963,0.538,1
0.511,0.788,4
0.927,0.596,1
0.453,0.071,0
0.537,0.696,4
0.957,0.556,1
1.012,0.542,1
1.073,0.597,1
0.23,0.464,2
0.067,0.809,3
0.002,0.837,3
0.42,0.723,4
0.492,0.729,4
0.436,0.726,4
0.171,0.837,3
0.94,0.506,1
0.523,0.104,0
0.451,0.636,4
0.246,0.542,2
0.519,0.006,0
0.296,0.497,2
0.965,0.556,1
0.3,0.49,2
0.033,0.741,3
0.073,0.832,3
0.358,0.776,4
0.335,0.526,2
0.043,0.798,3
0.448,0.684,4
0.946,0.499,1
0.201,0.513,2
0.439,0.658,4
0.947,0.521,1
0.066,0.832,3
0.444,0.129,0
0.116,0.799,3
0.057,0.757,3
0.074,0.73,3
0.962,0.496,1
0.447,0.722,4
0.962,0.59,1
0.116,0.819,3
0.973,0.523,1
0.911,0.544,1
0.411,0.653,4
0.005,0.777,3
0.071,0.777,3
0.255,0.439,2
0.95,0.586,1
0.482,0.737,4
0.087,0.748,3
0.094,0.796,3
0.954,0.484,1
0.316,0.51,2
0.426,0.736,4
0.401,0.732,4
0.038,0.811,3
0.122,0.747,3
0.431,0.732,4
0.264,0.489,2
0.25,0.485,2
0.499,0.698,4
0.414,0.745,4
0.325,0.463,2
0.113,0.767,3
0.138,0.766,3
0.227,0.436,2
0.45,0.705,4
0.464,0.793,4
0.96,0.583,1
0.52,0.105,0
0.295,0.474,2
0.09,0.779,3
0.275,0.463,2
0.302,0.528,2
0.959,0.534,1
1.001,0.544,1
0.976,0.523,1
0.056,0.767,3
0.942,0.503,1
0.481,0.752,4
0.545,0.157,0
0.975,0.529,1
1.01,0.518,1
0.515,0.033,0
0.957,0.6,1
0.454,0.684,4
0.329,0.437,2
0.999,0.517,1
0.44,0.694,4
0.477,0.711,4
0.062,0.762,3
0.24,0.487,2
0.39,0.684,4
0.474,0.7,4
0.086,0.813,3
0.431,0.689,4
0.99,0.497,1
0.289,0.515,2
0.42,0.773,4
0.443,0.069,0
0.252,0.44,2
0.399,0.725,4
0.462,0.675,4
0.18,0.458,2
0.965,0.538,1
0.199,0.481,2
0.077,0.704,3
0.058,0.8,3
0.376,0.753,4
0.261,0.546,2
0.5,0.715,4
0.055,0.777,3
0.248,0.462,2
1.024,0.547,1
0.986,0.469,1
0.067,0.811,3
0.494,0.089,0
0.458,0.722,4
0.123,0.753,3
0.473,0.698,4
0.458,0.758,4
0.43,0.747,4
0.051,0.86,3
0.054,0.806,3
1.023,0.506,1
0.92,0.517,1
0.068,0.717,3
0.488,0.746,4
0.517,0.017,0
0.237,0.469,2
1.053,0.484,1
0.98,0.487,1
0.52,0.113,0
0.129,0.787,3
0.047,0.797,3
0.171,0.871,3
0.418,0.761,4
0.945,0.572,1
0.004,0.843,3
0.257,0.548,2
0.29,0.515,2
0.351,0.755,4
0.999,0.529,1
0.241,0.439,2
0.943,0.539,1
0.26,0.458,2
0.22,0.523,2
0.404,0.738,4
0.444,0.667,4
0.462,0.045,0
0.547,0.742,4
0.42,0.744,4
0.389,0.683,4
0.282,0.479,2
0.502,0.1,0
0.469,0.112,0
0.042,0.733,3
1.007,0.622,1
0.461,0.07,0
0.025,0.813,3
1.016,0.507,1
0.096,0.757,3
0.959,0.575,1
0.061,0.762,3
0.104,0.829,3
0.261,0.514,2
0.279,0.509,2
0.996,0.535,1
0.068,0.756,3
0.209,0.523,2
0.426,0.681,4
0.421,0.798,4
0.045,0.774,3
0.964,0.628,1
0.008,0.733,3
0.479,0.095,0
0.462,0.692,4
0.473,0.698,4
0.499,0.028,0
0.494,0.774,4
0.101,0.742,3
0.053,0.742,3
0.995,0.543,1
0.06,0.787,3
0.463,0.707,4
0.425,0.665,4
0.958,0.488,1
0.231,0.554,2
0.233,0.48,2
0.463,0.71,4
0.221,0.538,2
0.559,0.106,0
0.183,0.516,2
0.488,0.049,0
0.116,0.81,3
0.964,0.549,1
0.492,0.745,4
0.419,0.704,4
0.991,0.578,1
0.147,0.752,3
0.458,0.715,4
0.255,0.515,2
0.074,0.728,3
0.147,0.821,3
0.995,0.525,1
0.256,0.497,2
0.532,0.111,0
0.275,0.499,2
0.524,0.687,4
0.081,0.744,3
0.271,0.471,2
0.463,0.753,4
0.449,0.763,4
0.112,0.721,3
0.247,0.536,2
0.459,0.702,4
0.267,0.536,2
0.464,0.017,0
0.956,0.491,1
0.238,0.53,2
0.305,0.488,2
0.464,0.716,4
0.228,0.479,2
0.215,0.543,2
0.269,0.502,2
0.463,0.765,4
0.933,0.593,1
0.085,0.797,3
1.03,0.548,1
0.069,0.795,3
0.951,0.509,1
0.97,0.518,1
0.54,0.059,0
0.487,0.682,4
0.438,0.07,0
1.039,0.508,1
0.234,0.558,2
1.01,0.56,1
0.515,0.075,0
0.967,0.459,1
0.468,0.787,4
0.929,0.496,1
0.438,0.041,0
0.957,0.556,1
0.981,0.582,1
1.019,0.593,1
0.271,0.57,2
0.394,0.685,4
0.276,0.441,2
0.465,0.75,4
0.071,0.753,3
0.511,0.087,0
0.402,0.704,4
0.047,0.797,3
0.121,0.831,3
0.451,0.737,4
0.998,0.515,1
0.104,0.827,3
1.033,0.55,1
1.014,0.485,1
0.963,0.494,1
0.51,0.033,0
0.16,0.786,3
1.028,0.607,1
0.118,0.745,3
0.434,0.709,4
0.518,0.04,0
0.112,0.807,3
0.454,0.707,4
0.022,0.802,3
0.405,0.683,4
0.23,0.543,2
1.01,0.587,1
0.575,0.032,0
0.443,0.684,4
0.352,0.737,4
0.955,0.528,1
0.273,0.55,2
0.116,0.758,3
0.593,0.06,0
0.97,0.455,1
0.467,0.041,0
1.013,0.506,1
0.963,0.549,1
0.082,0.803,3
1.049,0.567,1
0.502,0.032,0
0.046,0.756,3
0.303,0.518,2
0.276,0.471,2
0.992,0.539,1
0.497,0.071,0
0.308,0.498,2
0.415,0.687,4
0.94,0.532,1
0.274,0.536,2
0.493,0.097,0
0.488,0.026,0
0.478,0.067,0
0.458,0.081,0
0.492,0.07,0
0.96,0.582,1
0.389,0.659,4
0.042,0.721,3
0.087,0.743,3
0.485,0.07,0
0.45,0.062,0
0.243,0.421,2
0.444,0.718,4
0.052,0.806,3
0.108,0.792,3
0.954,0.579,1
0.035,0.785,3
0.594,0.092,0
0.296,0.528,2
0.984,0.491,1
0.289,0.402,2
0.432,0.758,4
0.192,0.546,2
0.514,0.674,4
0.344,0.446,2
0.212,0.458,2
0.277,0.491,2
0.54,0.071,0
0.446,0.066,0
0.409,0.733,4
0.515,0.061,0
0.054,0.756,3
0.35,0.489,2
0.285,0.478,2
0.479,0.073,0
0.226,0.404,2
1.042,0.544,1
0.589,0.046,0
0.505,0.04,0
0.575,0.132,0
0.466,0.09,0
0.263,0.441,2
0.321,0.486,2
0.485,0.017,0
0.923,0.548,1
0.236,0.536,2
0.471,0.11,0
0.985,0.558,1
0.044,0.726,3
0.506,0.006,0
1.061,0.571,1
0.234,0.501,2
0.113,0.798,3
0.409,0.749,4
0.096,0.819,3
0.317,0.448,2
0.437,0.746,4
0.107,0.805,3
0.181,0.458,2
0.043,0.824,3
0.414,0.744,4
0.084,0.741,3
0.486,0.791,4
0.449,0.74,4
0.04,0.764,3
0.274,0.535,2
0.479,0.087,0
0.021,0.803,3
0.468,0.059,0
0.242,0.508,2
0.047,0.793,3
0.521,0.113,0
0.053,0.764,3
0.425,0.101,0
0.499,0.029,0
0.975,0.522,1
0.532,0.152,0
0.44,0.726,4
0.047,0.783,3
0.275,0.504,2
0.417,0.751,4
0.413,0.682,4
0.539,0.096,0
0.243,0.527,2
0.53,0.028,0
0.934,0.583,1
0.286,0.499,2
0.425,0.78,4
0.434,0.061,0
0.382,0.723,4
0.053,0.743,3
0.952,0.57,1
0.3,0.446,2
0.524,0.027,0
0.499,0.106,0
0.96,0.623,1
0.414,0.661,4
0.389,0.759,4
0.448,0.703,4
0.991,0.549,1
0.379,0.545,2
0.027,0.782,3
0.426,0.744,4
0.536,0.053,0
0.306,0.488,2
0.45,0.714,4
0.211,0.471,2
0.517,0.686,4
0.994,0.606,1
0.476,0.079,0
0.435,0.711,4
0.481,0.119,0
0.479,0.081,0
0.456,0.025,0
1.009,0.542,1
0.111,0.765,3
0.244,0.505,2
0.396,0.722,4
0.012,0.716,3
0.973,0.542,1
0.948,0.51,1
0.067,0.854,3
0.052,0.745,3
0.45,0.698,4
0.097,0.823,3
0.105,0.796,3
0.491,0.057,0
0.265,0.523,2
0.358,0.451,2
0.07,0.829,3
0.28,0.444,2
0.466,0.072,0
0.452,0.039,0
0.391,0.667,4
0.406,0.76,4
0.425,0.748,4
0.486,0.721,4
0.966,0.498,1
0.356,0.564,2
0.088,0.777,3
0.442,0.06,0
0.43,0.088,0
0.29,0.508,2
0.278,0.481,2
0.384,0.754,4
0.308,0.573,2
0.502,0.77,4
1.011,0.517,1
0.252,0.495,2
0.987,0.541,1
1.003,0.527,1
0.218,0.426,2
0.079,0.764,3
0.544,0.671,4
0.423,0.7,4
0.245,0.468,2
0.289,0.549,2
0.486,0.82,4
0.513,0.066,0
0.234,0.446,2
0.105,0.754,3
0.093,0.734,3
0.472,0.065,0
0.144,0.81,3
0.035,0.745,3
1.01,0.427,1
0.494,0.09,0
0.368,0.755,4
0.915,0.547,1
1.054,0.495,1
0.992,0.461,1
0.201,0.527,2
0.269,0.425,2
0.483,0.028,0
0.277,0.542,2
0.254,0.488,2
0.999,0.579,1
1.021,0.539,1
0.441,0.703,4
0.37,0.735,4
0.51,0.061,0
0.443,0.726,4
0.364,0.783,4
0.294,0.522,2
0.322,0.532,2
0.951,0.57,1
0.232,0.39,2
0.552,0.049,0
0.037,0.856,3
0.301,0.535,2
0.074,0.736,3
0.485,0.037,0
0.126,0.798,3
0.284,0.426,2
0.266,0.484,2
0.507,0.068,0
0.546,0.054,0
0.316,0.535,2
0.441,0.683,4
0.476,0.771,4
0.006,0.824,3
0.246,0.553,2
1.015,0.542,1
0.104,0.771,3
0.062,0.821,3
0.049,0.772,3
0.971,0.504,1
0.452,0.009,0
0.235,0.528,2
0.05,0.768,3
0.152,0.756,3
0.237,0.501,2
0.954,0.508,1
0.446,0.746,4
0.944,0.587,1
0.272,0.48,2
0.541,0.085,0
0.519,0.051,0
0.984,0.49,1
0.183,0.485,2
0.065,0.747,3
0.237,0.505,2
0.49,0.719,4
0.968,0.534,1
0.118,0.795,3
0.459,0.647,4
0.245,0.467,2
0.495,0.005,0
0.08,0.777,3
0.285,0.477,2
0.475,0.671,4
0.061,0.804,3
0.534,0.112,0
0.3,0.513,2
0.033,0.775,3
0.94,0.529,1
0.26,0.5,2
0.466,0.054,0
0.514,0.023,0
0.47,0.679,4
0.261,0.457,2
0.435,0.102,0
0.098,0.784,3
0.487,0.081,0
0.381,0.774,4
0.468,0.089,0
0.994,0.53,1
0.916,0.577,1
0.057,0.798,3
0.401,0.749,4
0.287,0.519,2
0.496,0.051,0
0.301,0.519,2
0.136,0.727,3
0.975,0.543,1
0.066,0.808,3
0.323,0.55,2
0.093,0.8,3
0.452,0.766,4
0.426,0.045,0
0.48,0.664,4
0.039,0.819,3
0.593,0.066,0
0.303,0.489,2
0.976,0.593,1
0.081,0.784,3
0.972,0.58,1
0.343,0.53,2
0.216,0.481,2
0.46,0.707,4
0.994,0.587,1
0.298,0.508,2
0.222,0.497,2
0.247,0.455,2
0.916,0.549,1
0.33,0.43,2
0.059,0.713,3
0.997,0.619,1
0.396,0.783,4
0.076,0.769,3
1.013,0.502,1
0.539,0.043,0
0.178,0.482,2
0.548,0.037,0
0.513,0.054,0
0.115,0.766,3
0.402,0.085,0
0.42,0.754,4
0.076,0.729,3
0.263,0.565,2
0.41,0.765,4
0.509,0.746,4
0.981,0.579,1
0.475,0.676,4
0.417,0.706,4
0.935,0.527,1
0.281,0.466,2
0.404,0.71,4
0.209,0.492,2
0.586,0.117,0
0.463,0.717,4
1.056,0.519,1
0.932,0.515,1
0.424,0.752,4
0.382,0.809,4
0.323,0.525,2
0.262,0.441,2
0.35,0.795,4
0.142,0.786,3
0.539,0.693,4
0.573,0.052,0
0.451,0.073,0
1.008,0.545,1
0.463,0.814,4
0.991,0.523,1
0.282,0.592,2
0.941,0.531,1
0.511,0.118,0
0.256,0.493,2
0.484,0.69,4
0.061,0.668,3
0.485,0.692,4
0.548,0.025,0
0.34,0.465,2
0.618,0.09,0
0.478,0.022,0
0.25,0.571,2
0.471,0.733,4
0.102,0.736,3
0.039,0.778,3
0.312,0.476,2
1.029,0.548,1
1,0.508,1
0.095,0.71,3
0.274,0.455,2
0.149,0.772,3
0.543,0.081,0
0.034,0.746,3
0.291,0.482,2
0.275,0.437,2
0.941,0.542,1
0.089,0.823,3
0.383,0.701,4
0.071,0.786,3
0.084,0.75,3
0.016,0.797,3
0.388,0.799,4
0.994,0.58,1
0.089,0.823,3
0.095,0.81,3
0.081,0.707,3
0.028,0.79,3
0.325,0.534,2
0.451,0.089,0
0.498,0.801,4
0.943,0.563,1
0.304,0.478,2
0.932,0.547,1
0.293,0.505,2
0.361,0.751,4
0.114,0.791,3
0.059,0.747,3
1.004,0.549,1
0.96,0.596,1
1.047,0.58,1
0.245,0.437,2
0.127,0.742,3
0.278,0.47,2
0.049,0.767,3
0.559,0.117,0
0.303,0.453,2
0.398,0.709,4
0.105,0.731,3
0.401,0.725,4
0.447,0.764,4
0.447,0.656,4
0.453,0.777,4
0.477,0.069,0
0.089,0.775,3
0.922,0.591,1
0.385,0.741,4
0.461,0.146,0
0.487,0.029,0
0.138,0.725,3
0.086,0.836,3
0.985,0.593,1
0.453,0.046,0
0.286,0.525,2
0.982,0.589,1
0.379,0.71,4
1.013,0.53,1
0.114,0.771,3
1.005,0.477,1
0.445,0.037,0
0.553,0.091,0
0.076,0.831,3
0.572,0.071,0
0.462,0.791,4
0.534,0.085,0
0.553,0.063,0
0.396,0.719,4
0.088,0.706,3
0.44,0.034,0
0.435,0.769,4
0.228,0.479,2
1.008,0.477,1
0.524,0.735,4
0.15,0.784,3
0.135,0.834,3
0.971,0.566,1
0.219,0.472,2
0.068,0.814,3
0.465,0.106,0
0.202,0.519,2
0.291,0.452,2
0.475,0.026,0
0.493,0.744,4
0.236,0.5,2
0.276,0.443,2
0.263,0.472,2
0.365,0.76,4
0.252,0.5,2
0.924,0.534,1
0.457,0.05,0
0.501,0.078,0
0.539,0.105,0
0.093,0.773,3
0.061,0.782,3
0.491,0.648,4
0.088,0.752,3
0.298,0.505,2
0.961,0.541,1
0.482,0.042,0
0.924,0.578,1
0.255,0.54,2
0.32,0.491,2
0.425,0.786,4
0.355,0.491,2
0.412,0.702,4
0.489,0.135,0
0.395,0.745,4
0.257,0.529,2
0.486,0.076,0
0.334,0.522,2
0.361,0.653,4
1.005,0.532,1
0.061,0.714,3
0.979,0.569,1
0.433,0.084,0
0.275,0.507,2
0.457,0.035,0
0.48,0.723,4
0.321,0.491,2
0.044,0.748,3
0.477,0.105,0
0.313,0.539,2
0.042,0.762,3
0.259,0.485,2
1.008,0.531,1
0.197,0.488,2
0.433,0.704,4
0.543,0.104,0
0.457,0.73,4
0.147,0.792,3
0.277,0.503,2
0.943,0.531,1
0.217,0.467,2
0.383,0.754,4
0.104,0.769,3
0.136,0.775,3
0.263,0.431,2
0.527,0.041,0
0.062,0.76,3
0.271,0.579,2
0.416,0.746,4
0.274,0.52,2
0.515,0.093,0
0.053,0.828,3
0.452,0.096,0
0.462,0.005,0
0.283,0.433,2
0.257,0.517,2
0.224,0.513,2
0.048,0.773,3
0.368,0.7,4
0.43,0.112,0
0.099,0.798,3
0.219,0.5,2
0.128,0.722,3
1.049,0.504,1
0.06,0.754,3
0.877,0.523,1
1.01,0.575,1
1.027,0.559,1
0.965,0.593,1
0.437,0.704,4
0.261,0.446,2
0.248,0.513,2
0.142,0.765,3
0.42,0.658,4
0.081,0.709,3
0.238,0.564,2
0.434,0.749,4
0.03,0.822,3
0.42,0.017,0
1.061,0.575,1
0.189,0.485,2
0.984,0.547,1
0.305,0.496,2
0.308,0.503,2
0.539,0.043,0
0.457,0.732,4
0.316,0.483,2
0.533,0.102,0
0.464,0.701,4
0.52,0.091,0
0.962,0.54,1
0.409,0.763,4
0.505,0.004,0
0.418,0.707,4
0.435,0.686,4
0.396,0.692,4
0.974,0.576,1
0.121,0.668,3
0.413,0.682,4
0.016,0.759,3
0.427,0.689,4
0.281,0.498,2
0.496,0.097,0
0.109,0.831,3
0.518,0.724,4
0.216,0.512,2
0.065,0.77,3
0.451,0.8,4
0.964,0.586,1
0.328,0.453,2
0.277,0.49,2
0.431,0.703,4
0.451,0.052,0
0.076,0.75,3
0.159,0.777,3
0.466,0.032,0
0.995,0.505,1
0.967,0.52,1
0.408,0.763,4
0.435,0.652,4
0.927,0.55,1
0.295,0.543,2
0.396,0.788,4
0.044,0.8,3
0.489,0.022,0
0.262,0.541,2
0.382,0.725,4
0.253,0.485,2
0.292,0.437,2
0.074,0.828,3
0.481,0.748,4
0.098,0.796,3
0.049,0.717,3
0.245,0.422,2
1.026,0.555,1
0.979,0.5,1
0.399,0.722,4
0.509,0.741,4
1.019,0.526,1
0.42,0.688,4
0.058,0.793,3
0.322,0.562,2
0.993,0.573,1
0.095,0.813,3
1.007,0.536,1
0.097,0.74,3
0.045,0.732,3
0.488,0.703,4
0.518,0.092,0
0.275,0.474,2
0.464,0.045,0
0.429,0.774,4
0.479,0.675,4
0.22,0.463,2
0.105,0.802,3
0.497,0.647,4
0.217,0.556,2
0.511,0.118,0
0.277,0.58,2
0.506,0.731,4
0.036,0.776,3
0.992,0.588,1
0.313,0.529,2
0.108,0.824,3
0.147,0.787,3
0.029,0.741,3
0.281,0.46,2
1.005,0.555,1
0.989,0.484,1
0.978,0.534,1
0.416,0.668,4
0.426,0.672,4
0.516,0.094,0
0.068,0.699,3
0.496,0.076,0
0.943,0.654,1
0.216,0.496,2
0.497,0.695,4
0.534,0.014,0
0.095,0.766,3
0.544,0.134,0
0.518,0.081,0
1.021,0.533,1
1,0.545,1
0.291,0.535,2
0.351,0.481,2
0.034,0.781,3
0.55,0.064,0
0.147,0.755,3
0.514,0.019,0
0.925,0.558,1
0.48,0.746,4
0.291,0.483,2
0.478,0.746,4
1.002,0.54,1
0.446,0.788,4
0.502,0.039,0
0.466,0.708,4
1.004,0.605,1
0.446,0.037,0
1.059,0.503,1
0.517,0.099,0
0.462,0.766,4
0.472,0.07,0
0.288,0.508,2
0.95,0.587,1
1.033,0.537,1
0.529,0.081,0
0.988,0.552,1
0.489,0.768,4
0.057,0.828,3
0.454,0.746,4
0.084,0.818,3
0.945,0.541,1
0.523,0.716,4
0.451,0.744,4
0.493,0.743,4
0.009,0.745,3
0.097,0.757,3
0.44,0.802,4
0.355,0.706,4
0.146,0.465,2
0.292,0.535,2
0.947,0.557,1
0.466,0.051,0
0.959,0.566,1
0.055,0.8,3
0.331,0.508,2
0.027,0.861,3
0.295,0.494,2
0.331,0.444,2
0.349,0.762,4
0.962,0.598,1
0.275,0.463,2
0.093,0.8,3
0.449,0.65,4
0.451,0.045,0
0.466,0.067,0
0.443,0.012,0
1.044,0.559,1
0.464,0.085,0
0.265,0.5,2
0.317,0.475,2
0.285,0.511,2
0.959,0.559,1
0.297,0.5,2
0.116,0.756,3
0.469,0.038,0
0.43,0.096,0
0.301,0.548,2
0.966,0.518,1
0.274,0.492,2
0.123,0.752,3
0.271,0.563,2
0.441,0.67,4
0.29,0.515,2
0.128,0.775,3
0.545,0.09,0
0.288,0.464,2
1.002,0.516,1
1.024,0.542,1
0.428,0.685,4
0.32,0.598,2
0.054,0.741,3
1.039,0.528,1
0.458,0.616,4
0.422,0.744,4
