x,y,z,cluster
0.123,0.762,0.441,1
0.504,0.647,0.81,3
0.458,0.096,0.307,0
0.069,0.841,0.393,1
0.472,0.126,0.282,0
0.717,0.945,0.523,4
0.383,0.054,0.283,2
0.408,0.09,0.279,2
0.39,0.144,0.301,2
0.435,0.676,0.769,3
0.407,0.071,0.259,2
0.734,0.977,0.532,4
0.529,0.655,0.805,3
0.66,1.004,0.568,4
0.713,1.025,0.592,4
0.763,1.001,0.557,4
0.528,0.104,0.295,0
0.692,0.892,0.609,4
0.756,0.966,0.494,4
0.49,0.001,0.249,0
0.772,0.9,0.517,4
0.773,1.048,0.554,4
0.508,0.721,0.798,3
0.051,0.76,0.521,1
0.126,0.748,0.391,1
0.509,0.67,0.815,3
0.314,0.055,0.294,2
0.489,0.042,0.332,0
0.481,0.072,0.255,0
0.103,0.82,0.473,1
0.112,0.808,0.434,1
0.489,0.78,0.756,3
0.777,0.971,0.6,4
0.065,0.895,0.429,1
0.062,0.726,0.427,1
0.123,0.794,0.439,1
0.104,0.731,0.442,1
0.481,0.094,0.341,0
0.538,0.044,0.252,0
0.716,0.951,0.593,4
0.765,1.001,0.515,4
0.538,0.719,0.814,3
0.759,0.952,0.479,4
0.608,0.649,0.806,3
0.172,0.759,0.463,1
0.409,0.088,0.288,2
0.497,0.076,0.259,0
0.544,0.66,0.803,3
0.674,0.999,0.489,4
0.081,0.814,0.434,1
0.548,0.081,0.23,0
0.482,0.053,0.314,0
0.513,0.068,0.267,0
0.768,0.99,0.575,4
0.691,0.967,0.447,4
0.505,0.161,0.256,0
0.464,0.788,0.855,3
0.365,0.035,0.234,2
0.546,0.022,0.269,0
0.015,0.769,0.386,1
0.396,0.103,0.283,2
0.478,0.034,0.292,0
0.718,0.96,0.596,4
0.485,0.05,0.316,0
0.46,0.717,0.838,3
0.587,0.723,0.768,3
0.516,0.69,0.827,3
0.37,0.035,0.348,2
0.438,0.054,0.319,2
0.526,0.658,0.826,3
0.426,0.076,0.346,2
0.071,0.756,0.434,1
0.69,0.974,0.518,4
0.761,0.927,0.525,4
0.409,0.011,0.303,2
0.333,0.016,0.227,2
0.294,0.077,0.247,2
0.057,0.808,0.476,1
0.344,0.099,0.229,2
0.652,0.992,0.568,4
0.484,0.721,0.821,3
0.416,0.051,0.296,2
0.389,0.039,0.264,2
0.748,1.055,0.546,4
0.486,0.01,0.296,0
0.543,0.691,0.857,3
0.491,0.087,0.198,0
0.787,0.988,0.499,4
0.803,0.992,0.507,4
0.071,0.827,0.386,1
0.733,1.004,0.502,4
0.476,0.081,0.369,0
0.469,0.059,0.196,0
0.529,0.685,0.767,3
0.425,0.074,0.232,2
0.677,0.999,0.6,4
0.516,0.665,0.74,3
0.352,0.011,0.252,2
0.747,0.955,0.48,4
0.353,0.048,0.288,2
0.748,0.963,0.563,4
0.061,0.791,0.38,1
0.064,0.758,0.412,1
0.108,0.759,0.453,1
0.5,0.03,0.331,0
0.366,0.055,0.314,2
0.674,1.017,0.553,4
0.082,0.793,0.403,1
0.735,1.008,0.564,4
0.717,0.973,0.509,4
0.397,0.093,0.275,2
0.732,0.991,0.395,4
0.549,0.697,0.867,3
0.478,0.138,0.295,0
0.775,0.935,0.488,4
0.695,1.034,0.512,4
0.53,0.719,0.753,3
0.305,0.05,0.293,2
0.404,0.1,0.369,2
0.689,0.965,0.527,4
0.71,0.948,0.581,4
0.391,0.058,0.325,2
0.467,0.664,0.827,3
0.067,0.763,0.426,1
0.701,0.976,0.523,4
0.447,0.048,0.255,0
0.525,0.657,0.815,3
0.686,0.985,0.558,4
0.354,0.073,0.3,2
0.467,0.763,0.829,3
0.035,0.678,0.466,1
0.484,0.107,0.291,0
0.082,0.751,0.475,1
0.085,0.762,0.446,1
0.476,0.139,0.294,0
0.533,0.646,0.824,3
0.496,0.628,0.788,3
0.484,0.162,0.326,0
0.583,0.031,0.315,0
0.555,0.613,0.771,3
0.103,0.842,0.446,1
0.049,0.729,0.414,1
0.087,0.798,0.464,1
0.558,0.662,0.834,3
0.375,0.023,0.335,2
0.483,0.735,0.803,3
0.47,0.134,0.287,0
0.078,0.774,0.44,1
0.699,0.961,0.487,4
0.032,0.833,0.461,1
0.371,0.077,0.309,2
0.75,0.927,0.516,4
0.73,0.929,0.565,4
0.457,0.648,0.84,3
0.463,0.026,0.247,0
0.741,0.97,0.578,4
0.516,0.101,0.291,0
0.355,0.068,0.292,2
0.489,0.117,0.283,0
0.442,0.059,0.294,2
0.487,0.672,0.729,3
0.484,0.03,0.324,0
0.48,0.069,0.17,0
0.763,0.995,0.536,4
0.734,0.968,0.483,4
0.351,0.097,0.346,2
0.386,0.115,0.252,2
0.668,0.988,0.52,4
0.767,1.062,0.567,4
0.506,0.713,0.749,3
0.496,0.701,0.682,3
0.72,1.013,0.511,4
0.72,0.88,0.558,4
0.487,0.035,0.27,0
0.443,0.102,0.283,0
0.52,0.09,0.299,0
0.531,0.058,0.291,0
0.494,0.711,0.743,3
0.709,0.925,0.583,4
0.745,1.011,0.519,4
0.128,0.791,0.434,1
0.605,0.049,0.256,0
0.779,1.043,0.582,4
0.482,0.693,0.835,3
0.099,0.813,0.512,1
0.166,0.775,0.45,1
0.441,0.024,0.327,2
0.126,0.768,0.428,1
0.496,0.008,0.249,0
0.045,0.821,0.514,1
0.751,0.984,0.501,4
0.458,0.663,0.815,3
0.097,0.768,0.385,1
0.666,1.053,0.482,4
0.664,1.001,0.542,4
0.537,0.079,0.299,0
0.503,0.11,0.248,0
0.576,0.062,0.242,0
0.485,0.099,0.238,0
0.362,0.085,0.287,2
0.759,0.961,0.537,4
0.515,0.118,0.274,0
0.51,0.664,0.791,3
0.54,0.142,0.289,0
0.5,0.637,0.875,3
0.748,0.978,0.634,4
0.763,0.946,0.499,4
0.695,0.993,0.532,4
0.073,0.814,0.45,1
0.749,0.968,0.523,4
0.399,0.003,0.28,2
0.057,0.78,0.454,1
0.484,0.078,0.317,0
0.765,0.997,0.531,4
0.043,0.78,0.496,1
0.457,0.674,0.733,3
0.064,0.767,0.404,1
0.5,0.678,0.838,3
0.35,0.108,0.296,2
0.062,0.697,0.474,1
0.455,0.611,0.786,3
0.513,0.608,0.87,3
0.419,0.097,0.246,2
0.406,0.061,0.271,2
0.691,0.936,0.519,4
0.533,0.116,0.291,0
0.5,0.166,0.234,0
0.51,0.679,0.851,3
0.695,0.928,0.514,4
0.014,0.776,0.388,1
0.436,0.079,0.303,2
0.436,0.194,0.203,0
0.106,0.829,0.413,1
0.51,0.094,0.27,0
0.509,0.075,0.23,0
0.473,0.048,0.305,0
0.053,0.806,0.523,1
0.374,0.095,0.294,2
0.42,0.1,0.275,2
0.639,0.945,0.484,4
0.697,0.985,0.497,4
0.415,0.061,0.294,2
0.09,0.753,0.41,1
0.525,0.06,0.272,0
0.497,0.081,0.228,0
0.181,0.799,0.389,1
0.464,0.026,0.299,0
0.369,0.037,0.246,2
0.112,0.816,0.425,1
0.447,0.058,0.219,0
0.046,0.788,0.403,1
0.473,0.697,0.84,3
0.419,0.052,0.243,2
0.779,0.997,0.536,4
0.524,0.044,0.206,0
0.138,0.824,0.441,1
0.485,0.673,0.833,3
0.457,0.069,0.285,0
0.365,0.049,0.323,2
0.479,0.716,0.795,3
0.477,0.081,0.245,0
0.521,0.761,0.755,3
0.356,0.053,0.254,2
0.473,0.63,0.861,3
0.539,0.083,0.287,0
0.503,0.017,0.27,0
0.095,0.756,0.389,1
0.115,0.782,0.397,1
0.501,0.7,0.814,3
0.308,0.047,0.307,2
0.365,0.082,0.295,2
0.399,0.041,0.252,2
0.024,0.873,0.461,1
0.351,0.012,0.275,2
0.378,0.046,0.305,2
0.077,0.759,0.393,1
0.76,0.97,0.522,4
0.043,0.798,0.42,1
0.503,0.707,0.732,3
0.578,0.064,0.337,0
0.078,0.822,0.382,1
0.743,0.967,0.581,4
0.092,0.71,0.404,1
0.735,0.935,0.534,4
0.333,0.036,0.31,2
0.33,0.079,0.293,2
0.57,0.118,0.279,0
0.51,0.667,0.794,3
0.493,0.688,0.84,3
0.696,0.965,0.596,4
0.346,0.064,0.316,2
0.388,0.045,0.256,2
0.545,0.699,0.757,3
0.491,0.705,0.806,3
0.659,1.01,0.542,4
0.419,0.15,0.221,2
0.29,0.052,0.297,2
0.524,0.715,0.829,3
0.398,0.658,0.791,3
0.746,0.873,0.601,4
0.757,0.982,0.488,4
0.522,0.7,0.825,3
0.687,1.029,0.476,4
0.42,0.091,0.279,2
0.364,0.019,0.27,2
0.412,0.121,0.217,2
0.024,0.843,0.454,1
0.582,0.109,0.252,0
0.501,0.698,0.829,3
0.514,0.664,0.806,3
0.517,0.087,0.27,0
0.401,0.061,0.312,2
0.428,0.058,0.273,2
0.424,0.685,0.783,3
0.691,0.96,0.681,4
0.147,0.723,0.479,1
0.352,0.071,0.341,2
0.058,0.714,0.461,1
0.587,0.735,0.881,3
0.474,0.607,0.811,3
0.092,0.796,0.433,1
0.471,0.061,0.248,0
0.432,0.72,0.802,3
0.522,0.108,0.231,0
0.072,0.857,0.455,1
0.566,0.672,0.826,3
0.456,0.683,0.887,3
0.577,0.589,0.902,3
0.418,0.055,0.256,2
0.711,0.911,0.511,4
0.411,0.02,0.338,2
0.496,0.664,0.814,3
0.574,0.119,0.28,0
0.352,0.09,0.336,2
0.525,0.005,0.213,0
0.513,0.041,0.241,0
0.357,0.106,0.242,2
0.563,0.713,0.827,3
0.526,0.72,0.775,3
0.5,0.096,0.293,0
0.698,1.039,0.552,4
0.334,0.023,0.344,2
0.719,1.014,0.542,4
0.128,0.808,0.424,1
0.664,0.874,0.574,4
0.03,0.788,0.428,1
0.495,0.695,0.817,3
0.521,0.685,0.83,3
0.501,0.099,0.257,0
0.11,0.76,0.458,1
0.423,0.071,0.316,2
0.002,0.792,0.429,1
0.729,0.981,0.564,4
0.716,0.935,0.48,4
0.053,0.808,0.501,1
0.729,0.926,0.489,4
0.576,0.664,0.827,3
0.762,0.985,0.54,4
0.681,1.031,0.514,4
0.516,0.698,0.852,3
0.478,0.023,0.304,0
0.445,0.675,0.848,3
0.536,0.642,0.772,3
0.348,0.087,0.315,2
0.51,0.714,0.804,3
0.487,0.685,0.751,3
0.59,0.161,0.314,0
0.35,0.108,0.314,2
0.473,0.119,0.241,0
0.473,0.633,0.776,3
0.442,0.115,0.256,0
0.04,0.797,0.452,1
0.152,0.808,0.408,1
0.514,0.049,0.229,0
0.05,0.785,0.426,1
0.056,0.763,0.41,1
0.702,1.008,0.535,4
0.303,0.097,0.301,2
0.007,0.798,0.428,1
0.513,0.712,0.82,3
0.416,0.091,0.295,2
0.08,0.802,0.418,1
0.101,0.787,0.338,1
0.51,0.035,0.337,0
0.432,0.682,0.807,3
0.446,0.075,0.263,0
0.479,0.078,0.322,0
0.397,0.102,0.241,2
0.527,0.053,0.308,0
0.42,0.058,0.354,2
0.371,0.029,0.27,2
0.718,0.947,0.588,4
0.416,0.125,0.238,2
0.514,0.688,0.771,3
0.741,0.953,0.553,4
0.77,1.014,0.493,4
0.482,0.005,0.266,0
0.49,0.023,0.293,0
0.516,0.034,0.281,0
0.818,1.002,0.486,4
0.033,0.761,0.518,1
0.37,0.073,0.327,2
0.506,0.572,0.798,3
0.335,0.062,0.284,2
0.045,0.82,0.504,1
0.72,0.924,0.629,4
0.7,0.945,0.619,4
0.515,0.092,0.243,0
0.66,0.979,0.564,4
0.781,0.941,0.501,4
0.689,0.983,0.523,4
0.474,0.039,0.349,0
0.424,0.074,0.262,2
0.558,0.684,0.778,3
0.046,0.753,0.447,1
0.516,0.687,0.824,3
0.573,0.696,0.807,3
0.142,0.797,0.444,1
0.496,0.01,0.249,0
0.548,0.085,0.272,0
0.757,0.928,0.466,4
0.477,0.663,0.815,3
0.083,0.815,0.476,1
0.069,0.789,0.433,1
0.331,0.042,0.3,2
0.065,0.738,0.433,1
0.339,0.047,0.275,2
0.378,0.097,0.261,2
0.407,0.054,0.26,2
0.763,0.909,0.525,4
0.764,0.977,0.527,4
0.452,0.665,0.842,3
0.704,0.935,0.483,4
0.075,0.76,0.439,1
0.099,0.792,0.405,1
0.102,0.746,0.462,1
0.369,0.098,0.302,2
0.357,0.068,0.283,2
0.493,0.133,0.295,0
0.516,0.03,0.32,0
0.35,0.013,0.257,2
0.462,0.068,0.25,0
0.661,0.92,0.477,4
0.454,0.621,0.719,3
0.551,0.686,0.776,3
0.478,0.714,0.801,3
0.477,0.647,0.796,3
0.459,0.128,0.28,0
0.067,0.745,0.355,1
0.547,0.006,0.243,0
0.36,0.061,0.305,2
0.111,0.775,0.438,1
0.501,0.632,0.833,3
0.528,0.116,0.157,0
0.381,0.048,0.244,2
0.492,0.704,0.776,3
0.398,0.052,0.256,2
0.522,0.701,0.843,3
0.51,0.104,0.319,0
0.389,0.096,0.322,2
0.013,0.757,0.426,1
0.734,0.91,0.593,4
0.485,0.056,0.253,0
0.096,0.758,0.421,1
0.071,0.782,0.474,1
0.547,0.666,0.811,3
0.706,0.965,0.561,4
0.568,0.101,0.259,0
0.346,0.004,0.267,2
0.672,0.972,0.467,4
0.144,0.764,0.42,1
0.401,0.003,0.313,2
0.597,0.658,0.839,3
0.394,0.188,0.269,2
0.528,0.066,0.246,0
0.704,0.94,0.568,4
0.124,0.821,0.413,1
0.45,0.086,0.265,0
0.476,0.029,0.277,0
0.548,0.697,0.807,3
0.515,0.08,0.297,0
0.681,0.946,0.525,4
0.513,0.08,0.294,0
0.354,0.12,0.35,2
0.474,0.189,0.325,0
0.424,0.087,0.336,2
0.406,0.064,0.329,2
0.387,0.074,0.405,2
0.534,0.073,0.236,0
0.482,0.676,0.806,3
0.526,0.164,0.266,0
0.457,0.688,0.783,3
0.01,0.794,0.406,1
0.45,0.659,0.796,3
0.392,0.052,0.262,2
0.029,0.809,0.409,1
0.484,0.602,0.832,3
0.697,0.903,0.541,4
0.514,0.055,0.253,0
0.439,0.633,0.862,3
0.343,0.127,0.273,2
0.758,0.993,0.496,4
0.457,0.02,0.288,0
0.756,1.013,0.559,4
0.389,0.093,0.302,2
0.472,0.635,0.828,3
0.769,1.001,0.534,4
0.004,0.812,0.469,1
0.363,0.101,0.298,2
0.71,0.964,0.56,4
0.397,0.083,0.29,2
0.294,0.072,0.366,2
0.493,0.655,0.828,3
0.479,0.648,0.823,3
0.68,0.961,0.595,4
0.077,0.789,0.481,1
0.095,0.715,0.441,1
0.705,0.997,0.507,4
0.5,0.636,0.814,3
0.588,0.652,0.83,3
0.748,0.956,0.476,4
0.78,0.95,0.463,4
0.396,0.117,0.271,2
0.719,0.947,0.572,4
0.075,0.833,0.389,1
0.469,0.63,0.809,3
0.334,0.088,0.286,2
0.643,0.988,0.618,4
0.458,0.024,0.37,0
0.429,0.723,0.798,3
0.404,0.105,0.273,2
0.687,0.919,0.48,4
0.34,0.029,0.276,2
0.577,0.06,0.294,0
0.388,0.081,0.188,2
0.495,0.566,0.81,3
0.728,1.007,0.544,4
0.433,0.586,0.812,3
0.504,0.1,0.3,0
0.099,0.769,0.46,1
0.54,0.724,0.847,3
0.39,0.041,0.229,2
0.065,0.78,0.383,1
0.402,0.079,0.297,2
0.321,0.077,0.258,2
0.753,0.982,0.556,4
0.771,0.986,0.552,4
0.396,0.711,0.88,3
0.756,0.963,0.592,4
0.313,0.078,0.32,2
0.74,1.035,0.573,4
0.283,0.025,0.365,2
0.374,0.058,0.314,2
0.743,0.956,0.531,4
0.779,1.007,0.55,4
0.508,0.072,0.264,0
0.47,0.068,0.249,0
0.486,0.639,0.732,3
0.446,0.085,0.307,0
0.485,0.024,0.308,0
0.709,0.98,0.475,4
0.403,0.045,0.286,2
0.501,0.127,0.21,0
0.706,1.014,0.509,4
0.723,0.984,0.603,4
0.054,0.834,0.417,1
0.121,0.726,0.473,1
0.456,0.079,0.265,0
0.416,0.117,0.292,2
0.812,0.963,0.528,4
0.508,0.709,0.811,3
0.565,0.031,0.324,0
0.736,0.983,0.537,4
0.388,0.135,0.303,2
0.138,0.771,0.393,1
0.048,0.726,0.43,1
0.008,0.757,0.489,1
0.452,0.641,0.826,3
0.689,0.976,0.515,4
0.386,0.064,0.261,2
0.604,0.641,0.872,3
0.546,0.659,0.857,3
0.343,0.029,0.299,2
0.371,0.08,0.215,2
0.506,0.693,0.849,3
0.435,0.063,0.333,2
0.369,0.065,0.248,2
0.536,0.703,0.795,3
0.546,0.722,0.796,3
0.353,0.054,0.217,2
0.762,1.026,0.46,4
0.088,0.782,0.425,1
0.736,1.023,0.552,4
0.397,0.034,0.285,2
0.705,0.971,0.538,4
0.432,0.054,0.323,2
0.706,0.971,0.49,4
0.808,0.966,0.56,4
0.426,0.661,0.805,3
0.486,0.676,0.76,3
0.07,0.776,0.436,1
0.426,0.01,0.287,2
0.089,0.814,0.457,1
0.432,0.103,0.36,2
0.559,0.083,0.248,0
0.312,0.039,0.283,2
0.319,0.01,0.31,2
0.586,0.739,0.868,3
0.379,0.084,0.247,2
0.094,0.719,0.433,1
0.687,0.958,0.567,4
0.477,0.669,0.791,3
0.506,0.644,0.802,3
0.41,0.035,0.313,2
0.482,0.1,0.296,0
0.535,0.655,0.819,3
0.095,0.825,0.336,1
0.099,0.749,0.449,1
0.413,0.102,0.241,2
0.476,0.691,0.768,3
0.05,0.821,0.378,1
0.142,0.751,0.475,1
0.409,0.109,0.313,2
0.121,0.813,0.469,1
0.714,1.053,0.609,4
0.476,0.052,0.269,0
0.08,0.783,0.454,1
0.707,0.963,0.545,4
0.046,0.821,0.447,1
0.096,0.81,0.403,1
0.422,0.089,0.281,2
0.659,1.028,0.525,4
0.379,0.102,0.273,2
0.561,0.695,0.75,3
0.72,0.987,0.525,4
0.751,0.989,0.564,4
0.089,0.875,0.35,1
0.368,0.116,0.252,2
0.409,0.123,0.28,2
0.4,0.085,0.239,2
0.763,0.963,0.542,4
0.391,0.764,0.804,3
0.488,0.678,0.771,3
0.709,0.951,0.477,4
0.533,0.698,0.828,3
0.092,0.802,0.466,1
0.12,0.837,0.397,1
0.494,0.685,0.799,3
0.725,0.901,0.593,4
0.473,0.629,0.716,3
0.652,0.992,0.488,4
0.485,0.019,0.259,0
0.724,1.018,0.608,4
0.544,0.726,0.817,3
0.73,0.971,0.58,4
0.478,0.042,0.281,0
0.124,0.866,0.51,1
0.074,0.81,0.482,1
0.408,0.07,0.269,2
0.489,0.056,0.292,0
0.648,0.957,0.524,4
0.383,0.08,0.307,2
0.089,0.784,0.435,1
0.474,0.037,0.314,0
0.743,1.01,0.452,4
0.544,0.095,0.33,0
0.713,0.99,0.587,4
0.509,0.158,0.335,0
0.53,0.686,0.802,3
0.053,0.805,0.444,1
0.532,0.753,0.777,3
0.55,0.035,0.283,0
0.455,0.123,0.258,0
0.691,0.988,0.522,4
0.478,0.65,0.733,3
0.48,0.645,0.891,3
0.569,0.692,0.846,3
0.541,0.735,0.86,3
0.552,0.63,0.767,3
0.51,0.624,0.8,3
0.121,0.772,0.395,1
0.035,0.737,0.379,1
0.046,0.755,0.506,1
0.487,0.614,0.795,3
0.081,0.778,0.437,1
0.773,0.939,0.588,4
0.34,0.087,0.29,2
0.108,0.69,0.417,1
0.592,0.709,0.779,3
0.39,0.101,0.383,2
0.485,0.654,0.803,3
0.435,0.094,0.302,2
0.439,0.071,0.341,2
0.084,0.858,0.347,1
0.055,0.801,0.421,1
0.723,0.907,0.6,4
0.662,1.017,0.577,4
0.12,0.782,0.508,1
0.032,0.805,0.424,1
0.384,0.022,0.332,2
0.68,0.96,0.602,4
0.434,0.039,0.227,2
0.525,0.068,0.222,0
0.504,0.131,0.284,0
0.571,0.684,0.788,3
0.483,0.706,0.782,3
0.483,0.614,0.897,3
0.52,0.043,0.275,0
0.081,0.815,0.585,1
0.099,0.786,0.447,1
0.427,0.071,0.247,2
0.773,0.959,0.464,4
0.65,0.967,0.47,4
0.684,1.008,0.503,4
0.523,0.109,0.263,0
0.474,0.028,0.249,0
0.48,0.763,0.837,3
0.535,0.69,0.869,3
0.094,0.872,0.435,1
0.34,0.03,0.242,2
0.544,0.029,0.222,0
0.722,0.989,0.625,4
0.588,0.057,0.235,0
0.721,0.957,0.508,4
0.689,1.036,0.542,4
0.757,1.011,0.535,4
0.124,0.781,0.438,1
0.465,0.152,0.242,0
0.815,0.955,0.551,4
0.523,0.659,0.864,3
0.497,0.003,0.323,0
0.127,0.801,0.417,1
0.71,1.018,0.537,4
0.696,0.982,0.503,4
0.459,0.008,0.254,0
0.779,0.914,0.547,4
0.375,0.096,0.341,2
0.722,0.98,0.496,4
0.125,0.837,0.432,1
0.803,1.036,0.473,4
0.494,0.652,0.893,3
0.11,0.8,0.434,1
0.383,0.044,0.232,2
0.066,0.784,0.461,1
0.498,0.117,0.313,0
0.365,0.014,0.294,2
0.06,0.772,0.403,1
0.458,0.64,0.696,3
0.755,1.026,0.447,4
0.388,0.049,0.241,2
0.504,0.683,0.792,3
0.53,0.062,0.183,0
0.736,0.973,0.56,4
0.455,0.07,0.327,0
0.133,0.694,0.424,1
0.548,0.7,0.842,3
0.406,0.092,0.265,2
0.429,0.086,0.273,2
0.437,0.076,0.265,2
0.764,1.027,0.559,4
0.782,1.027,0.464,4
0.489,0.045,0.25,0
0.483,0.747,0.704,3
0.469,0.682,0.787,3
0.534,0.755,0.807,3
0.379,0.077,0.337,2
0.704,0.958,0.429,4
0.427,0.103,0.27,2
0.711,1.005,0.495,4
0.72,1.029,0.547,4
0.487,0.041,0.205,0
0.006,0.755,0.506,1
0.519,0.722,0.849,3
0.362,0.147,0.265,2
0.674,0.965,0.532,4
0.468,0.032,0.243,0
0.497,0.146,0.319,0
0.464,0.68,0.795,3
0.089,0.704,0.401,1
0.33,0.077,0.261,2
0.422,0.052,0.304,2
0.134,0.796,0.487,1
0.671,1.009,0.515,4
0.1,0.857,0.493,1
0.103,0.798,0.438,1
0.536,0.117,0.264,0
0.675,0.978,0.545,4
0.734,1,0.487,4
0.438,0.076,0.269,2
0.511,0.15,0.33,0
0.521,0.72,0.803,3
0.697,0.979,0.593,4
0.463,0.681,0.87,3
0.097,0.746,0.445,1
0.517,0.681,0.835,3
0.338,0.074,0.323,2
0.455,0.044,0.337,0
0.57,0.621,0.787,3
0.546,0.681,0.83,3
0.675,0.958,0.508,4
0.486,0.105,0.241,0
0.383,0.037,0.274,2
0.509,0.111,0.288,0
0.683,0.961,0.508,4
0.702,0.958,0.546,4
0.331,0.041,0.289,2
0.512,0.761,0.862,3
0.436,0.1,0.329,2
0.06,0.767,0.429,1
0.517,0.69,0.795,3
0.354,0.118,0.249,2
0.04,0.79,0.479,1
0.501,0.092,0.211,0
0.436,0.091,0.256,2
0.489,0.681,0.853,3
0.701,0.952,0.534,4
0.572,0.071,0.311,0
0.604,0.153,0.267,0
0.437,0.114,0.281,2
0.38,0.002,0.288,2
0.551,0.075,0.245,0
0.122,0.794,0.359,1
0.352,0.034,0.28,2
0.502,0.098,0.261,0
0.385,0.072,0.254,2
0.451,0.76,0.729,3
0.435,0.684,0.834,3
0.524,0.093,0.24,0
0.138,0.712,0.474,1
0.482,0.072,0.276,0
0.471,0.644,0.81,3
0.483,0.098,0.255,0
0.358,0.022,0.306,2
0.637,0.978,0.506,4
0.101,0.811,0.537,1
0.722,0.998,0.517,4
0.124,0.781,0.467,1
0.358,0.112,0.339,2
0.093,0.829,0.433,1
0.448,0.677,0.857,3
0.427,0.048,0.277,2
0.709,0.927,0.568,4
0.766,0.944,0.575,4
0.391,0.055,0.285,2
0.406,0.054,0.27,2
0.648,0.849,0.559,4
0.11,0.767,0.515,1
0.501,0.039,0.222,0
0.508,0.06,0.235,0
0.519,0.635,0.907,3
0.444,0.652,0.843,3
0.749,1.029,0.566,4
0.161,0.716,0.467,1
0.501,0.007,0.217,0
0.109,0.766,0.395,1
0.488,0.051,0.264,0
0.553,0.122,0.229,0
0.37,0.147,0.41,2
0.507,0.66,0.789,3
0.615,0.092,0.352,0
0.365,0.059,0.242,2
0.522,0.039,0.246,0
0.404,0.059,0.349,2
0.794,0.977,0.507,4
0.03,0.724,0.463,1
0.506,0.077,0.225,0
0.564,0.066,0.212,0
0.436,0.026,0.298,2
0.687,1.043,0.547,4
0.367,0.075,0.339,2
0.118,0.743,0.435,1
0.48,0.642,0.753,3
0.553,0.659,0.837,3
0.726,0.979,0.463,4
0.696,0.936,0.597,4
0.455,0.735,0.859,3
0.691,0.932,0.55,4
0.545,0.6,0.766,3
0.546,0.094,0.257,0
0.496,0.09,0.272,0
0.481,0.734,0.784,3
0.41,0.046,0.296,2
0.078,0.773,0.458,1
0.48,0.648,0.743,3
0.077,0.776,0.457,1
0.692,0.94,0.495,4
0.447,0.127,0.301,0
0.488,0.016,0.327,0
0.129,0.728,0.52,1
0.498,0.72,0.872,3
0.733,0.996,0.532,4
0.502,0.074,0.242,0
0.494,0.195,0.237,0
0.482,0.004,0.331,0
0.383,0.019,0.261,2
0.5,0.063,0.245,0
0.7,1.006,0.525,4
0.529,0.062,0.23,0
0.49,0.106,0.233,0
0.472,0.679,0.814,3
0.463,0.102,0.264,0
0.382,0.118,0.266,2
0.052,0.758,0.452,1
0.52,0.144,0.288,0
0.042,0.733,0.426,1
0.418,0.004,0.3,2
0.389,0.127,0.325,2
0.318,0.067,0.327,2
0.739,0.961,0.588,4
0.738,0.936,0.567,4
0.028,0.832,0.385,1
0.564,0.639,0.765,3
0.508,0.671,0.823,3
